GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0044128	positive regulation of growth of symbiont in host	biological_process	1	0	1		
GO:0044130	negative regulation of growth of symbiont in host	biological_process	1	0	9		
GO:0044146	negative regulation of growth of symbiont involved in interaction with host	biological_process	1	0	1		
GO:0044154	histone H3-K14 acetylation	biological_process	1	0	3		
GO:0044183	protein binding involved in protein folding	molecular_function	1	0	6		
GO:0044194	cytolytic granule	cellular_component	1	0	2		
GO:0044205	de novo UMP biosynthetic process	biological_process	1	0	1		
GO:0044206	UMP salvage	biological_process	1	0	2		
GO:0044208	de novo AMP biosynthetic process	biological_process	1	0	3		
GO:0044210	de novo CTP biosynthetic process	biological_process	1	0	2		
GO:0044211	CTP salvage	biological_process	1	0	1		
GO:0044212	transcription regulatory region DNA binding	molecular_function	1	0	124		
GO:0044213	intronic transcription regulatory region DNA binding	molecular_function	1	0	1		
GO:0044216	other organism cell	cellular_component	1	0	1		
GO:0044220	host cell perinuclear region of cytoplasm	cellular_component	1	0	1		
GO:0044224	juxtaparanode region of axon	cellular_component	1	0	3		
GO:0044231	host cell presynaptic membrane	cellular_component	1	0	1		
GO:0044232	organelle membrane contact site	cellular_component	1	0	2		
GO:0044233	ER-mitochondrion membrane contact site	cellular_component	1	0	7		
GO:0044236	multicellular organismal metabolic process	biological_process	1	0	1		
GO:0044237	cellular metabolic process	biological_process	1	0	12		
GO:0044240	multicellular organismal lipid catabolic process	biological_process	1	0	1		
GO:0044241	lipid digestion	biological_process	1	0	1		
GO:0044249	cellular biosynthetic process	biological_process	1	0	2		
GO:0044252	negative regulation of multicellular organismal metabolic process	biological_process	1	0	1		
GO:0044254	multicellular organismal protein catabolic process	biological_process	1	0	1		
GO:0044255	cellular lipid metabolic process	biological_process	1	0	7		
GO:0044257	cellular protein catabolic process	biological_process	1	0	10		
GO:0044262	cellular carbohydrate metabolic process	biological_process	1	0	10		
GO:0044265	cellular macromolecule catabolic process	biological_process	1	0	2		
GO:0044268	multicellular organismal protein metabolic process	biological_process	1	0	1		
GO:0044291	cell-cell contact zone	cellular_component	1	0	10		
GO:0044292	dendrite terminus	cellular_component	1	0	6		
GO:0044294	dendritic growth cone	cellular_component	1	0	1		
GO:0044295	axonal growth cone	cellular_component	1	0	7		
GO:0044300	cerebellar mossy fiber	cellular_component	1	0	2		
GO:0044301	climbing fiber	cellular_component	1	0	1		
GO:0044306	neuron projection terminus	cellular_component	1	0	8		
GO:0044308	axonal spine	cellular_component	1	0	3		
GO:0044309	neuron spine	cellular_component	1	0	2		
GO:0044313	protein K6-linked deubiquitination	biological_process	1	0	2		
GO:0044314	protein K27-linked ubiquitination	biological_process	1	0	2		
GO:0044316	cone cell pedicle	cellular_component	1	0	1		
GO:0044317	rod spherule	cellular_component	1	0	1		
GO:0044319	"wound healing, spreading of cells"	biological_process	1	0	7		
GO:0044320	cellular response to leptin stimulus	biological_process	1	0	3		
GO:0044321	response to leptin	biological_process	1	0	3		
GO:0044322	endoplasmic reticulum quality control compartment	cellular_component	1	0	1		
GO:0044323	retinoic acid-responsive element binding	molecular_function	1	0	3		
GO:0044325	ion channel binding	molecular_function	1	0	59		
GO:0044328	canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration	biological_process	1	0	1		
GO:0044329	canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion	biological_process	1	0	1		
GO:0044330	canonical Wnt signaling pathway involved in positive regulation of wound healing	biological_process	1	0	1		
GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification	biological_process	1	0	3		
GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	biological_process	1	0	2		
GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	biological_process	1	0	5		
GO:0044337	canonical Wnt signaling pathway involved in positive regulation of apoptotic process	biological_process	1	0	2		
GO:0044338	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation	biological_process	1	0	2		
GO:0044339	canonical Wnt signaling pathway involved in osteoblast differentiation	biological_process	1	0	2		
GO:0044341	sodium-dependent phosphate transport	biological_process	1	0	2		
GO:0044342	type B pancreatic cell proliferation	biological_process	1	0	4		
GO:0044344	cellular response to fibroblast growth factor stimulus	biological_process	1	0	11		
GO:0044345	stromal-epithelial cell signaling involved in prostate gland development	biological_process	1	0	1		
GO:0044346	fibroblast apoptotic process	biological_process	1	0	2		
GO:0044351	macropinocytosis	biological_process	1	0	5		
GO:0044354	macropinosome	cellular_component	1	0	2		
GO:0044375	regulation of peroxisome size	biological_process	1	0	3		
GO:0044380	protein localization to cytoskeleton	biological_process	1	0	1		
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	biological_process	1	0	8		
GO:0044388	small protein activating enzyme binding	molecular_function	1	0	1		
GO:0044389	ubiquitin-like protein ligase binding	molecular_function	1	0	6		
GO:0044390	ubiquitin-like protein conjugating enzyme binding	molecular_function	1	0	3		
GO:0044393	microspike	cellular_component	1	0	1		
GO:0044406	adhesion of symbiont to host	biological_process	1	0	1		
GO:0044458	motile cilium assembly	biological_process	1	0	6		
GO:0044524	protein sulfhydration	biological_process	1	0	1		
GO:0044530	supraspliceosomal complex	cellular_component	1	0	3		
GO:0044539	long-chain fatty acid import	biological_process	1	0	5		
GO:0044540	L-cystine L-cysteine-lyase (deaminating)	molecular_function	1	0	1		
GO:0044547	DNA topoisomerase binding	molecular_function	1	0	2		
GO:0044548	S100 protein binding	molecular_function	1	0	11		
GO:0044565	dendritic cell proliferation	biological_process	1	0	2		
GO:0044597	daunorubicin metabolic process	biological_process	1	0	1		
GO:0044598	doxorubicin metabolic process	biological_process	1	0	1		
GO:0044599	AP-5 adaptor complex	cellular_component	1	0	1		
GO:0044609	DBIRD complex	cellular_component	1	0	1		
GO:0044610	FMN transmembrane transporter activity	molecular_function	1	0	1		
GO:0044615	nuclear pore nuclear basket	cellular_component	1	0	2		
GO:0044648	histone H3-K4 dimethylation	biological_process	1	0	1		
GO:0044708	single-organism behavior	biological_process	1	0	1		
GO:0044715	8-oxo-dGDP phosphatase activity	molecular_function	1	0	1		
GO:0044716	8-oxo-GDP phosphatase activity	molecular_function	1	0	1		
GO:0044717	8-hydroxy-dADP phosphatase activity	molecular_function	1	0	1		
GO:0044721	"protein import into peroxisome matrix, substrate release"	biological_process	1	0	1		
GO:0044727	DNA demethylation of male pronucleus	biological_process	1	0	1		
GO:0044770	cell cycle phase transition	biological_process	1	0	3		
GO:0044772	mitotic cell cycle phase transition	biological_process	1	0	1		
GO:0044773	mitotic DNA damage checkpoint	biological_process	1	0	1		
GO:0044774	mitotic DNA integrity checkpoint	biological_process	1	0	1		
GO:0044782	cilium organization	biological_process	1	0	5		
GO:0044783	G1 DNA damage checkpoint	biological_process	1	0	1		
GO:0044790	negative regulation by host of viral release from host cell	biological_process	1	0	1		
GO:0044791	positive regulation by host of viral release from host cell	biological_process	1	0	2		
GO:0044794	positive regulation by host of viral process	biological_process	1	0	1		
GO:0044798	nuclear transcription factor complex	cellular_component	1	0	7		
GO:0044818	mitotic G2/M transition checkpoint	biological_process	1	0	1		
GO:0044828	negative regulation by host of viral genome replication	biological_process	1	0	4		
GO:0044829	positive regulation by host of viral genome replication	biological_process	1	0	6		
GO:0044860	protein localization to plasma membrane raft	biological_process	1	0	1		
GO:0044861	protein transport into plasma membrane raft	biological_process	1	0	2		
GO:0044869	negative regulation by host of viral exo-alpha-sialidase activity	biological_process	1	0	1		
GO:0044871	negative regulation by host of viral glycoprotein metabolic process	biological_process	1	0	1		
GO:0045002	double-strand break repair via single-strand annealing	biological_process	1	0	1		
GO:0045006	DNA deamination	biological_process	1	0	2		
GO:0045010	actin nucleation	biological_process	1	0	8		
GO:0045014	negative regulation of transcription by glucose	biological_process	1	0	1		
GO:0045019	negative regulation of nitric oxide biosynthetic process	biological_process	1	0	5		
GO:0045023	G0 to G1 transition	biological_process	1	0	1		
GO:0045025	mitochondrial degradosome	cellular_component	1	0	2		
GO:0045026	plasma membrane fusion	biological_process	1	0	2		
GO:0045028	G-protein coupled purinergic nucleotide receptor activity	molecular_function	1	0	11		
GO:0045029	UDP-activated nucleotide receptor activity	molecular_function	1	0	1		
GO:0045031	ATP-activated adenosine receptor activity	molecular_function	1	0	1		
GO:0045039	protein import into mitochondrial inner membrane	biological_process	1	0	1		
GO:0045040	protein import into mitochondrial outer membrane	biological_process	1	0	4		
GO:0045041	protein import into mitochondrial intermembrane space	biological_process	1	0	1		
GO:0045046	protein import into peroxisome membrane	biological_process	1	0	3		
GO:0045047	protein targeting to ER	biological_process	1	0	2		
GO:0045053	protein retention in Golgi apparatus	biological_process	1	0	2		
GO:0045054	constitutive secretory pathway	biological_process	1	0	1		
GO:0045055	regulated secretory pathway	biological_process	1	0	10		
GO:0045056	transcytosis	biological_process	1	0	3		
GO:0045058	T cell selection	biological_process	1	0	1		
GO:0045059	positive thymic T cell selection	biological_process	1	0	9		
GO:0045060	negative thymic T cell selection	biological_process	1	0	10		
GO:0045061	thymic T cell selection	biological_process	1	0	5		
GO:0045062	extrathymic T cell selection	biological_process	1	0	1		
GO:0045063	T-helper 1 cell differentiation	biological_process	1	0	3		
GO:0045064	T-helper 2 cell differentiation	biological_process	1	0	2		
GO:0045066	regulatory T cell differentiation	biological_process	1	0	2		
GO:0045069	regulation of viral genome replication	biological_process	1	0	2		
GO:0045070	positive regulation of viral genome replication	biological_process	1	0	15		
GO:0045071	negative regulation of viral genome replication	biological_process	1	0	11		
GO:0045075	regulation of interleukin-12 biosynthetic process	biological_process	1	0	2		
GO:0045076	regulation of interleukin-2 biosynthetic process	biological_process	1	0	1		
GO:0045077	negative regulation of interferon-gamma biosynthetic process	biological_process	1	0	2		
GO:0045078	positive regulation of interferon-gamma biosynthetic process	biological_process	1	0	6		
GO:0045079	negative regulation of chemokine biosynthetic process	biological_process	1	0	2		
GO:0045080	positive regulation of chemokine biosynthetic process	biological_process	1	0	4		
GO:0045081	negative regulation of interleukin-10 biosynthetic process	biological_process	1	0	1		
GO:0045082	positive regulation of interleukin-10 biosynthetic process	biological_process	1	0	1		
GO:0045083	negative regulation of interleukin-12 biosynthetic process	biological_process	1	0	1		
GO:0045084	positive regulation of interleukin-12 biosynthetic process	biological_process	1	0	5		
GO:0045085	negative regulation of interleukin-2 biosynthetic process	biological_process	1	0	3		
GO:0045086	positive regulation of interleukin-2 biosynthetic process	biological_process	1	0	5		
GO:0045088	regulation of innate immune response	biological_process	1	0	6		
GO:0045089	positive regulation of innate immune response	biological_process	1	0	10		
GO:0045095	keratin filament	cellular_component	1	0	10		
GO:0045098	type III intermediate filament	cellular_component	1	0	1		
GO:0045103	intermediate filament-based process	biological_process	1	0	3		
GO:0045104	intermediate filament cytoskeleton organization	biological_process	1	0	6		
GO:0045109	intermediate filament organization	biological_process	1	0	8		
GO:0045110	intermediate filament bundle assembly	biological_process	1	0	4		
GO:0045112	integrin biosynthetic process	biological_process	1	0	1		
GO:0045116	protein neddylation	biological_process	1	0	3		
GO:0045120	pronucleus	cellular_component	1	0	9		
GO:0045121	membrane raft	cellular_component	1	0	83		
GO:0045123	cellular extravasation	biological_process	1	0	1		
GO:0045124	regulation of bone resorption	biological_process	1	0	5		
GO:0045125	bioactive lipid receptor activity	molecular_function	1	0	1		
GO:0045130	keratan sulfotransferase activity	molecular_function	1	0	1		
GO:0045132	meiotic chromosome segregation	biological_process	1	0	4		
GO:0045134	uridine-diphosphatase activity	molecular_function	1	0	1		
GO:0045137	development of primary sexual characteristics	biological_process	1	0	1		
GO:0045141	meiotic telomere clustering	biological_process	1	0	7		
GO:0045143	homologous chromosome segregation	biological_process	1	0	4		
