ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB746064.1	370000	390000	1	-4.193345641	45	45	"miR-4148-5p_cin-miR-4148-5p,ENSAPLT00000006717"	"1,5"	"miRNA,KRT4"
KB746083.1	30000	50000	1	-4.119218896	47	47			
KB746317.1	20000	40000	1	-4.533234597	65	65	novel_mir_1022	1	miRNA
KB746343.1	130000	150000	1	-4.888190018	40	40	"ENSAPLT00000009125,miR-2818_bmo-miR-2818,miR-965_bmo-miR-965,ENSAPLT00000008973"	"1,1,1,3"	"IVNS1ABP,miRNA,miRNA,SWT1"
KB746343.1	190000	210000	1	-4.007046926	34	34	"miR-1493_odi-miR-1493,miR-5436-5p_aca-miR-5436-5p,miR-214_rno-miR-214,miR-3120-5p_hsa-miR-3120-5p,miR-3354_bmo-miR-3354,ENSAPLT00000009125,ENSAPLT00000001840"	"1,1,1,1,1,7,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,<41883-IVNS1ABP,>82805+"
KB746343.1	230000	290000	4	-4.547860733	17	31	"miR-3822-3p_tca-miR-3822-3p,miR-106b-3p_mmu-miR-106b-3p,novel_mir_828,miR-4020b-5p_cin-miR-4020b-5p,miR-1788-5p_gga-miR-1788-5p,miR-5468_aca-miR-5468,miR-3479-5p_sja-miR-3479-5p,novel_mir_362,miR-2452_bta-miR-2452,miR-354_cel-miR-354,ENSAPLT00000009125,ENSAPLT00000001840"	"1,1,1,1,1,1,1,1,1,1,7,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<81883-IVNS1ABP,>2805+"
KB746619.1	10000	30000	1	-5.17131829	48	48	"miR-301_gga-miR-301,miR-301b_aca-miR-301b,miR-85_cbr-miR-85,miR-347_rno-miR-347,novel_mir_324,miR-2292_bta-miR-2292"	"1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB746935.1	30000	50000	1	-3.084682416	22	22	"miR-223_rno-miR-223,miR-223-3p_hsa-miR-223-3p,ENSAPLT00000004378"	"1,1,8"	"miRNA,miRNA,>45298+C9orf72"
KB746935.1	170000	190000	1	-2.212253626	21	21	"miR-3873-3p_tca-miR-3873-3p,miR-4268_hsa-miR-4268,miR-24b-5p_ola-miR-24b-5p,ENSAPLT00000004409,miR-2447_bta-miR-2447"	"1,1,1,4,6"	"miRNA,miRNA,miRNA,MOB3B,miRNA"
KB747284.1	10000	40000	2	-4.145640694	323	431	"ENSAPLT00000003771,ENSAPLT00000004058,novel_mir_675,ENSAPLT00000003651,miR-330-3p_hsa-miR-330-3p"	"1,1,1,5,5"	"CCDC25,SCARA3,miRNA,ESCO2,miRNA"
KB748377.1	40000	60000	1	-4.76817361	75	75	"miR-1476-5p_odi-miR-1476-5p,miR-4061-3p_cin-miR-4061-3p,ENSAPLT00000016928"	"1,1,2"	"miRNA,miRNA,WDFY3"
KB748461.1	0	20000	1	-4.345024932	40	40	novel_mir_327	1	miRNA
KB749812.1	10000	30000	1	-4.572726966	117	117	miR-1728-5p_gga-miR-1728-5p	1	miRNA
KB749812.1	50000	70000	1	-5.411012142	53	53			
¡°overlapcode¡± represent different situations that selected region overlap with genes.									
1: gene contained within region.									
2: region contained within gene.									
3: region overlaps 5¡¯-end of genes.									
4: region overlaps 3¡¯-end of genes.									
5: the 3¡¯-end of genes is within 1kb of region.									
6: the 5¡¯-end of genes is within 1kb of region									
7:the 3¡¯-end of genes is within 180kb of region (only show the nearest one)									
8:the 5¡¯-end of genes is within 180kb of region (only show the nearest one)									
"geneID represent gene symbol as the order of ""transcpt"","">"" represent this is the nearest gene locate in the 180kb downstream of the selected region.""<""represent this is the nearest gene locate in the 180kb upstream of the selected region."									
